id,name,aliases
00001,AJ Bell,
00002,Alpari,
00003,ApeX,
00011,AscendEX,
00021,ASX,
00031,AvaTrade,
00041,Azbit,
00051,B3,
00061,Backpack,
00062,Balancer,
00071,Biconomy,
00081,BigONE,
00091,Bilaxy,
00101,Binance,
00111,BingX,
00121,Biswap,
00122,Bitbank,
00131,Bitfinex,
00141,Bitget,
00151,Bithumb,
00152,Bitkub,
00161,BitMart,
00162,BitMex,
00171,Bitrue,
00172,Bitso,
00181,Bitstamp,
00191,Bitunix,
00201,Bitvavo,
00202,BTR Markets,
00211,Bluefin,
00221,BMV,
00231,BSE,
00241,BTSE,
00251,Bullish,
00261,Bybit,
00271,Camelot,
00281,CBOE,
00291,CBOT,
00301,Cetus,
00311,Charles Schwab,
00321,CMC Markets,
00331,CME,
00341,Coinbase,
00351,CoinEx,
00361,Coinstore,
00371,CoinW,
00381,COMEX,
00391,Crypto.com,
00401,Curve,
00411,Deepcoin,
00421,Degiro,
00431,DigiFinex,
00432,Drift,
00433,dYdX,
00441,E-Trade,
00451,EUREX,
00461,Euronext,
00471,Exness,
00481,Fidelity,
00491,Fineco,
00501,FlowX,
00511,Forex.com,
00521,FraxSwap,
00531,FxPro,
00541,FXView,
00551,GammaSwap,
00561,Gate.io,
00571,Gemini,
00581,Global Prime,
00582,GMX,
00583,GroveX,
00591,Gyroscope,
00601,Hargreaves Lansdown,
00602,HashKey,
00611,HFM,
00621,Hong Kong Stock Exchange,
00631,Hotcoin,
00641,HTX,
00642,Hyperliquid,
00651,IC Markets,
00661,ICE,
00671,IG,
00681,IndoEx,
00691,Interactive Brokers,
00701,JSE,
00711,Korea Exchange,
00721,Kraken,
00731,Kriya,
00741,KuCoin,
00751,Latoken,
00761,LBank,
00771,LME,
00781,London Stock Exchange,
00791,Magma,
00801,Maverick,
00811,Meteora,
00821,MEXC,
00831,MOEX,
00841,NASDAQ,
00851,Nasdaq Stockholm,
00861,New York Stock Exchange,
00871,Nordnet,
00881,NSE,
00891,NYMEX,
00901,Oanda,
00911,OKX,
00912,OrangeX,
00921,Orca,
00931,Ourbit,
00941,P2B,
00951,PancakeSwap,
00961,Pepperstone,
00971,Pharaoh,
00981,Phemex,
00991,Pionex,
01001,Poloniex,
01011,PumpSwap,
01021,QuickSwap,
01031,Ramses,
01041,Raydium,
01051,Retro,
01061,Robinhood,
01071,Saxo Bank,
01081,Shanghai Stock Exchange,
01091,Singapore Exchange,
01101,SIX Swiss Exchange,
01111,SushiSwap,
01121,Swissquote,
01131,SZSE,
01141,Tapbit,
01151,Thena,
01161,Tickmill,
01171,Tokyo Stock Exchange,
01181,Toobit,
01191,Trade Republic,
01201,Trader Joe,
01211,Trubit,
01221,TSX,
01231,Turbos,
01241,Uniswap,
01251,Upbit,
01261,Vanguard,
01271,Weex,
01272,WOO,
01281,WhiteBIT,
01291,XM Market,
01301,XT.COM
